code,image_file,object_type_raw,object_type,material_raw,material_group,integrity_raw,integrity,part_zone_raw,part_zone,label_is_missing_part_zone,label_is_missing_material,label_is_uncertain_object_type,label_is_uncertain_part_zone
КБ-2014-Р2-0576,КБ-2014-Р2-0576_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р2-0596,КБ-2014-Р2-0596_orig.jpg,Блюдце,блюдце,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0597,КБ-2014-Р2-0597_orig.jpg,Блюдце,блюдце,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0603,КБ-2014-Р2-0603_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р2-0605,КБ-2014-Р2-0605_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
КБ-2014-Р2-0607,КБ-2014-Р2-0607_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р2-0612,КБ-2014-Р2-0612_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р2-0616,КБ-2014-Р2-0616_orig.jpg,Блюдце,блюдце,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0632,КБ-2014-Р2-0632_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р2-0638,КБ-2014-Р2-0638_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0643,КБ-2014-Р2-0643_orig.jpg,Крышка,крышка,Стекло,glass,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р2-0646,КБ-2014-Р2-0646_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0651,КБ-2014-Р2-0651_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р2-0656,КБ-2014-Р2-0656_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р2-0668,КБ-2014-Р2-0668_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0701,КБ-2014-Р2-0701_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р2-0708,КБ-2014-Р2-0708_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р2-0712,КБ-2014-Р2-0712_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р2-0717,КБ-2014-Р2-0717_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р2-0755,КБ-2014-Р2-0755_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р2-0773,КБ-2014-Р2-0773_orig.jpg,Миска,миска,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р2-0780,КБ-2014-Р2-0780_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р2-0782,КБ-2014-Р2-0782_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р2-0791,КБ-2014-Р2-0791_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р3-0022,КБ-2014-Р3-0022_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0049,КБ-2014-Р3-0049_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0060,КБ-2014-Р3-0060_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р3-0064,КБ-2014-Р3-0064_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0070,КБ-2014-Р3-0070_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0073,КБ-2014-Р3-0073_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0086,КБ-2014-Р3-0086_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0105,КБ-2014-Р3-0105_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,rim,rim,False,False,False,False
КБ-2014-Р3-0114,КБ-2014-Р3-0114_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0115,КБ-2014-Р3-0115_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0116,КБ-2014-Р3-0116_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0138,КБ-2014-Р3-0138_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0141,КБ-2014-Р3-0141_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Целый,whole,base,base,False,False,False,False
КБ-2014-Р3-0147,КБ-2014-Р3-0147_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р3-0151,КБ-2014-Р3-0151_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р3-0157,КБ-2014-Р3-0157_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Целый,whole,base,base,False,False,False,False
КБ-2014-Р3-0158,КБ-2014-Р3-0158_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0171,КБ-2014-Р3-0171_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0252,КБ-2014-Р3-0252_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0253,КБ-2014-Р3-0253_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р3-0268,КБ-2014-Р3-0268_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0299,КБ-2014-Р3-0299_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0302,КБ-2014-Р3-0302_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0342,КБ-2014-Р3-0342_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р3-0391,КБ-2014-Р3-0391_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р3-0394,КБ-2014-Р3-0394_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0397,КБ-2014-Р3-0397_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р3-0399,КБ-2014-Р3-0399_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0419,КБ-2014-Р3-0419_orig.jpg,Крышка,крышка,Пластмасса,other,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р3-0436,КБ-2014-Р3-0436_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р3-0442,КБ-2014-Р3-0442_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0535,КБ-2014-Р3-0535_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р3-0543,КБ-2014-Р3-0543_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р4-081,КБ-2014-Р4-081_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-248,КБ-2014-Р4-248_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-250,КБ-2014-Р4-250_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-307,КБ-2014-Р4-307_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-368,КБ-2014-Р4-368_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-375,КБ-2014-Р4-375_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-389,КБ-2014-Р4-389_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-424,КБ-2014-Р4-424_orig.jpg,Миска,миска,Фаянс,faience,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р4-438,КБ-2014-Р4-438_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-462,КБ-2014-Р4-462_orig.jpg,Изразец,изразец,Глина,clay,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р4-494,КБ-2014-Р4-494_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-495,КБ-2014-Р4-495_orig.jpg,Изразец,изразец,Глина,clay,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-508,КБ-2014-Р4-508_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-517,КБ-2014-Р4-517_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-551,КБ-2014-Р4-551_orig.jpg,Миска,миска,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-571,КБ-2014-Р4-571_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р4-581,КБ-2014-Р4-581_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р4-583,КБ-2014-Р4-583_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0032,КБ-2014-Р5-0032_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р5-0035,КБ-2014-Р5-0035_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0059,КБ-2014-Р5-0059_orig.jpg,Крышка,крышка,Стекло,glass,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р5-0065,КБ-2014-Р5-0065_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0066,КБ-2014-Р5-0066_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0067,КБ-2014-Р5-0067_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0068,КБ-2014-Р5-0068_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0069,КБ-2014-Р5-0069_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0070,КБ-2014-Р5-0070_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0071,КБ-2014-Р5-0071_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0072,КБ-2014-Р5-0072_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р5-0073,КБ-2014-Р5-0073_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р5-0074,КБ-2014-Р5-0074_orig.jpg,Крышка,крышка,Фарфор,porcelain,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р5-0078,КБ-2014-Р5-0078_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0079,КБ-2014-Р5-0079_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0081,КБ-2014-Р5-0081_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0082,КБ-2014-Р5-0082_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0092,КБ-2014-Р5-0092_orig.jpg,Блюдце,блюдце,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0093,КБ-2014-Р5-0093_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0094,КБ-2014-Р5-0094_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0097,КБ-2014-Р5-0097_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0102,КБ-2014-Р5-0102_orig.jpg,Тарелка,тарелка,Фаянс,faience,Целый,whole,base,base,False,False,False,False
КБ-2014-Р5-0103,КБ-2014-Р5-0103_orig.jpg,Тарелка,тарелка,Фаянс,faience,Целый,whole,base,base,False,False,False,False
КБ-2014-Р5-0105,КБ-2014-Р5-0105_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0106,КБ-2014-Р5-0106_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0107,КБ-2014-Р5-0107_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0108,КБ-2014-Р5-0108_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0111,КБ-2014-Р5-0111_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0118,КБ-2014-Р5-0118_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0120,КБ-2014-Р5-0120_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р5-0134,КБ-2014-Р5-0134_orig.jpg,Крышка,крышка,Стекло,glass,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р5-0229,КБ-2014-Р5-0229_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0297,КБ-2014-Р5-0297_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0303,КБ-2014-Р5-0303_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р5-0415,КБ-2014-Р5-0415_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0421,КБ-2014-Р5-0421_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0422,КБ-2014-Р5-0422_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0430,КБ-2014-Р5-0430_orig.jpg,Плитка,плитка,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
КБ-2014-Р5-0477,КБ-2014-Р5-0477_orig.jpg,Плитка,плитка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р5-0486,КБ-2014-Р5-0486_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р5-0491,КБ-2014-Р5-0491_orig.jpg,Блюдце,блюдце,Фаянс,faience,Целый,whole,base,base,False,False,False,False
КБ-2014-Р6-018,КБ-2014-Р6-018_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р6-036,КБ-2014-Р6-036_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
КБ-2014-Р6-048,КБ-2014-Р6-048_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р6-068,КБ-2014-Р6-068_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р6-072,КБ-2014-Р6-072_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р6-088,КБ-2014-Р6-088_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р6-091,КБ-2014-Р6-091_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р6-095,КБ-2014-Р6-095_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р6-096,КБ-2014-Р6-096_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р6-097,КБ-2014-Р6-097_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р6-111,КБ-2014-Р6-111_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р6-122,КБ-2014-Р6-122_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р6-123,КБ-2014-Р6-123_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
КБ-2014-Р6-137,КБ-2014-Р6-137_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
КБ-2014-Р6-183,КБ-2014-Р6-183_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
КБ-2014-Р6-187,КБ-2014-Р6-187_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
КБ-2014-Р6-193,КБ-2014-Р6-193_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
КБ-2014-Р6-194,КБ-2014-Р6-194_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р6-199,КБ-2014-Р6-199_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
КБ-2014-Р6-202,КБ-2014-Р6-202_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш1-004,ЛАО-2012-М102-Ш1-004_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
ЛАО-2012-М102-Ш1-005,ЛАО-2012-М102-Ш1-005_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш1-006,ЛАО-2012-М102-Ш1-006_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
ЛАО-2012-М102-Ш1-021,ЛАО-2012-М102-Ш1-021_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
ЛАО-2012-М102-Ш1-057,ЛАО-2012-М102-Ш1-057_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш3-118,ЛАО-2012-М102-Ш3-118_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш3-131,ЛАО-2012-М102-Ш3-131_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
ЛАО-2012-М102-Ш3-132,ЛАО-2012-М102-Ш3-132_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
ЛАО-2012-М102-Ш4-175,ЛАО-2012-М102-Ш4-175_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш4-179,ЛАО-2012-М102-Ш4-179_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш4-181,ЛАО-2012-М102-Ш4-181_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш4-182,ЛАО-2012-М102-Ш4-182_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш5-186,ЛАО-2012-М102-Ш5-186_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-188,ЛАО-2012-М102-Ш5-188_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш5-189,ЛАО-2012-М102-Ш5-189_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш5-190,ЛАО-2012-М102-Ш5-190_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш5-191,ЛАО-2012-М102-Ш5-191_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
ЛАО-2012-М102-Ш5-192,ЛАО-2012-М102-Ш5-192_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-193,ЛАО-2012-М102-Ш5-193_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-194,ЛАО-2012-М102-Ш5-194_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-195,ЛАО-2012-М102-Ш5-195_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-196,ЛАО-2012-М102-Ш5-196_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-197,ЛАО-2012-М102-Ш5-197_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
ЛАО-2012-М102-Ш5-203,ЛАО-2012-М102-Ш5-203_orig.jpg,Блюдце,блюдце,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
Маяк-11-Ш1-06,Маяк-11-Ш1-06_orig.jpg,Крышка,крышка,Фарфор,porcelain,Фрагмент,fragment,lid,lid,False,False,False,False
Маяк-11-Ш1-07,Маяк-11-Ш1-07_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,lid,lid,False,False,False,False
Маяк-11-Ш2-21,Маяк-11-Ш2-21_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Маяк-11-Ш2-37,Маяк-11-Ш2-37_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Маяк-11-Ш3-68,Маяк-11-Ш3-68_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
Маяк-11-Ш3-72,Маяк-11-Ш3-72_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-106-19,Нц-106-19_orig.jpg,Изразец,изразец,Глина,clay,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-23-0180,Нц-23-0180_orig.jpg,Изразец,изразец,Глина,clay,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-102-1519,Нц-102-1519_orig.jpg,Плитка,плитка,Сланец,stone,Целый,whole,unknown,unknown,True,False,False,False
Нц-102-1523,Нц-102-1523_orig.jpg,Плитка,плитка,Сланец,stone,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-102-1945,Нц-102-1945_orig.jpg,Плитка,плитка,Песчаник,stone,Целый,whole,unknown,unknown,True,False,False,False
Нц-102-1976,Нц-102-1976_orig.jpg,Плитка,плитка,Песчаник,stone,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-102-1977,Нц-102-1977_orig.jpg,Плитка,плитка,Песчаник,stone,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-106-03,Нц-106-03_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
